  hr_performance_reviews  ·  348 lignes  ·  13 colonnes,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
REV00199,EMP0086,2023-H1,4.7,4.8,4.5,4.9,5,94,Yes,EMP0031,2023-06-16,"Struggling with workload, needs support."
REV00200,EMP0086,2022-H2,3.3,3.2,3.4,3.4,3.4,89,No,EMP0040,2022-12-11,"High potential, recommend for senior role."
REV00201,EMP0087,2022-H1,3.3,3.5,3.4,3,3.4,100,No,EMP0139,2022-06-21,"High potential, recommend for senior role."
REV00202,EMP0088,2023-H2,5,4.9,5,5,4.7,78,Yes,EMP0098,2023-12-18,Exceptional delivery on key projects.
REV00203,EMP0088,2022-H2,2.7,2.6,2.8,3.1,2.7,88,No,EMP0147,2022-12-28,Consistently delivers quality work.
REV00204,EMP0088,2022-H1,2.9,3.1,3,2.8,3.2,73,No,EMP0042,2022-06-15,"Strong performance, exceeded expectations."
REV00205,EMP0089,2024-H2,4.3,3.8,4.2,4.5,5,62,Yes,EMP0062,2024-12-17,"Struggling with workload, needs support."
REV00206,EMP0089,2022-H2,3.2,3.2,3,3.1,3.6,70,No,EMP0129,2022-12-04,"Strong performance, exceeded expectations."
REV00207,EMP0089,2022-H1,3.2,3.2,3.2,3.3,3.4,52,No,EMP0034,2022-06-19,"Struggling with workload, needs support."
REV00208,EMP0089,2023-H1,3.8,3.5,3.4,3.7,3.5,73,Under Review,EMP0101,2023-06-08,Consistently delivers quality work.
REV00209,EMP0090,2022-H1,3.9,3.8,4.6,3.5,3.3,73,Under Review,EMP0127,2022-06-18,"Struggling with workload, needs support."
REV00210,EMP0091,2023-H1,3.7,3.6,2.9,4,3.8,83,Under Review,EMP0011,2023-06-04,"Strong performance, exceeded expectations."
REV00211,EMP0091,2022-H1,3.4,2.9,3.6,4.1,2.5,85,No,EMP0049,2022-06-24,Consistently delivers quality work.
REV00212,EMP0091,2024-H2,2.8,2.8,2.1,2.1,2.5,94,No,EMP0108,2024-12-22,"Good team player, needs to develop technical depth."
REV00213,EMP0091,2023-H2,3.8,3.6,3.3,3.6,3.5,88,Under Review,EMP0047,2023-12-15,Exceptional delivery on key projects.
REV00214,EMP0092,2024-H1,2.8,2.8,2.4,2.7,2.3,86,No,EMP0107,2024-06-18,"Met targets, room for improvement in leadership."
REV00215,EMP0092,2023-H1,2.9,3.3,2.6,3.3,2.9,52,No,EMP0066,2023-06-10,Consistently delivers quality work.
REV00216,EMP0092,2024-H2,3.5,2.2,3.4,3.4,3.8,64,Under Review,EMP0005,2024-12-07,"High potential, recommend for senior role."
REV00217,EMP0093,2022-H1,4.1,4.3,4.3,4.5,3.8,69,Under Review,EMP0040,2022-06-03,Consistently delivers quality work.
REV00218,EMP0093,2023-H1,3.2,2.9,3.1,3.6,3.4,80,No,EMP0104,2023-06-06,"Good team player, needs to develop technical depth."
REV00219,EMP0093,2022-H2,4,3.5,4.1,3.8,3.9,86,Under Review,EMP0149,2022-12-13,"Strong performance, exceeded expectations."
REV00220,EMP0094,2023-H1,3.3,3.6,3,3.5,3.2,99,No,EMP0090,2023-06-08,"Struggling with workload, needs support."
REV00221,EMP0095,2024-H2,3.6,3.2,3.3,3.5,3.3,94,Under Review,EMP0079,2024-12-08,"Met targets, room for improvement in leadership."
REV00222,EMP0096,2024-H2,3.3,4,3.2,3.1,3.2,77,No,EMP0102,2024-12-10,"High potential, recommend for senior role."
REV00223,EMP0097,2022-H2,2.4,2.5,2.3,2.5,1.7,58,No,EMP0142,2022-12-25,"Met targets, room for improvement in leadership."
REV00224,EMP0097,2024-H2,3.5,3.1,3.3,3.3,3.3,89,Under Review,EMP0125,2024-12-24,Consistently delivers quality work.
REV00225,EMP0097,2023-H1,3.5,3.7,3.1,4.5,4,77,Under Review,EMP0112,2023-06-12,Exceptional delivery on key projects.
REV00226,EMP0097,2022-H1,4.1,3.9,4.6,4.5,4.2,72,Under Review,EMP0049,2022-06-20,"High potential, recommend for senior role."
REV00227,EMP0098,2024-H1,4,3.9,4.4,4.7,4.6,65,Under Review,EMP0096,2024-06-20,"Met targets, room for improvement in leadership."
REV00228,EMP0098,2022-H2,4.1,4.7,4.2,4.5,4.4,51,Under Review,EMP0074,2022-12-11,"Met targets, room for improvement in leadership."
REV00229,EMP0098,2023-H2,3.5,3.2,3.2,3.4,2.9,59,Under Review,EMP0141,2023-12-23,"Struggling with workload, needs support."
REV00230,EMP0098,2022-H1,3.6,3,4.2,3.2,3.5,53,Under Review,EMP0005,2022-06-10,"Met targets, room for improvement in leadership."
REV00231,EMP0099,2022-H1,4.4,4.6,4.5,4.3,4.8,64,Yes,EMP0093,2022-06-13,Consistently delivers quality work.
REV00232,EMP0099,2023-H2,2.8,3.2,2.5,2.6,2.7,62,No,EMP0026,2023-12-17,"Good team player, needs to develop technical depth."
REV00233,EMP0099,2024-H2,2.5,2.3,2.5,3.1,2.3,60,No,EMP0011,2024-12-01,Exceptional delivery on key projects.
REV00234,EMP0100,2023-H1,4.1,4.1,4.2,4.1,4.5,51,Under Review,EMP0130,2023-06-18,Exceptional delivery on key projects.
REV00235,EMP0100,2024-H2,3.6,4,3.5,3.4,2.8,89,Under Review,EMP0102,2024-12-28,"Struggling with workload, needs support."
REV00236,EMP0100,2022-H2,4.7,4.2,5,4.3,4.9,88,Yes,EMP0059,2022-12-11,"Good team player, needs to develop technical depth."
REV00237,EMP0101,2022-H2,2.6,2.3,2.8,2.3,2.5,58,No,EMP0052,2022-12-14,"High potential, recommend for senior role."
REV00238,EMP0101,2024-H2,2.7,2.4,2.3,2.8,2.8,84,No,EMP0038,2024-12-24,"Strong performance, exceeded expectations."
REV00239,EMP0102,2023-H1,3.3,2.6,3.6,3.2,3.3,90,No,EMP0107,2023-06-24,Exceptional delivery on key projects.
REV00240,EMP0102,2022-H2,2.2,2.2,2,2.5,2.8,89,No,EMP0039,2022-12-20,Exceptional delivery on key projects.
REV00241,EMP0103,2024-H1,3.5,3.6,3.3,3,3,95,Under Review,EMP0021,2024-06-21,Exceptional delivery on key projects.
REV00242,EMP0103,2022-H2,3.5,3.8,3.1,3.7,3.7,52,Under Review,EMP0048,2022-12-14,"High potential, recommend for senior role."
REV00243,EMP0104,2023-H1,4,3.9,4,3.8,5,89,Under Review,EMP0052,2023-06-16,"Struggling with workload, needs support."
REV00244,EMP0105,2023-H2,2.6,2.7,2.1,3,2,75,No,EMP0104,2023-12-20,"Struggling with workload, needs support."
REV00245,EMP0105,2022-H2,2.7,2.5,2.3,2.6,2.8,65,No,EMP0010,2022-12-17,Consistently delivers quality work.
REV00246,EMP0105,2024-H2,3.3,3.4,3.3,2.7,3.7,53,No,EMP0102,2024-12-07,Exceptional delivery on key projects.
REV00247,EMP0106,2023-H2,3.8,4.1,3.5,2.8,3.2,55,Under Review,EMP0014,2023-12-24,Consistently delivers quality work.
REV00248,EMP0106,2023-H1,3.7,3.9,4.2,4.2,3.4,75,Under Review,EMP0029,2023-06-14,Exceptional delivery on key projects.
REV00249,EMP0106,2024-H1,3.1,3.2,3.2,3,2.8,95,No,EMP0052,2024-06-26,"Met targets, room for improvement in leadership."
REV00250,EMP0106,2022-H2,4.4,4.9,4.7,4.3,4.3,95,Yes,EMP0032,2022-12-13,"Struggling with workload, needs support."
REV00251,EMP0107,2023-H2,2.6,3.1,2.1,2.3,3.1,61,No,EMP0086,2023-12-25,"Struggling with workload, needs support."
REV00252,EMP0107,2024-H1,4.6,4.3,4.8,4.7,4.2,90,Yes,EMP0014,2024-06-06,"Strong performance, exceeded expectations."
REV00253,EMP0108,2022-H2,3.1,2.9,2.6,3.1,3.3,81,No,EMP0119,2022-12-08,"Met targets, room for improvement in leadership."
REV00254,EMP0108,2022-H1,2.6,2.2,2.7,2.6,2.6,85,No,EMP0123,2022-06-09,Consistently delivers quality work.
REV00255,EMP0109,2022-H1,4.1,4.6,4.2,4.2,3.6,71,Under Review,EMP0010,2022-06-03,"Strong performance, exceeded expectations."
REV00256,EMP0109,2022-H2,3.1,2.9,3.2,2.8,2.6,94,No,EMP0028,2022-12-23,Consistently delivers quality work.
REV00257,EMP0110,2023-H2,3.4,3.5,3,4.4,3.7,85,No,EMP0077,2023-12-03,Exceptional delivery on key projects.
REV00258,EMP0110,2024-H1,2.4,2.8,2.9,2.3,2.9,83,No,EMP0122,2024-06-07,"Struggling with workload, needs support."
REV00259,EMP0111,2024-H1,4.4,4.8,4.9,4.4,4,95,Yes,EMP0137,2024-06-10,"Good team player, needs to develop technical depth."
REV00260,EMP0111,2022-H1,2,2,2.5,1.2,1.4,89,No,EMP0082,2022-06-19,"Good team player, needs to develop technical depth."
REV00261,EMP0112,2023-H2,3.4,3.7,4,3.5,4,89,No,EMP0031,2023-12-14,"Good team player, needs to develop technical depth."
REV00262,EMP0112,2022-H2,4.4,4.1,4.8,4.4,4.4,62,Yes,EMP0012,2022-12-23,Exceptional delivery on key projects.
REV00263,EMP0112,2024-H1,3.5,3.6,3.1,3.5,4.1,71,Under Review,EMP0077,2024-06-13,"Struggling with workload, needs support."
REV00264,EMP0112,2023-H1,3.5,3.4,3.4,3.7,3.8,71,Under Review,EMP0147,2023-06-22,"Good team player, needs to develop technical depth."
REV00265,EMP0113,2022-H1,2.5,1.9,2.9,2.2,2.9,53,No,EMP0139,2022-06-27,Consistently delivers quality work.
REV00266,EMP0113,2022-H2,2,1.4,1.8,1.9,2,86,No,EMP0077,2022-12-22,Exceptional delivery on key projects.
REV00267,EMP0113,2023-H2,3.9,3.1,4.1,4,4.1,74,Under Review,EMP0091,2023-12-21,Consistently delivers quality work.
REV00268,EMP0113,2024-H2,3,2.6,2.8,2.2,2.5,98,No,EMP0043,2024-12-10,"Struggling with workload, needs support."
REV00269,EMP0114,2024-H2,2.8,3,2.3,3.5,2.6,61,No,EMP0061,2024-12-04,Exceptional delivery on key projects.
REV00270,EMP0114,2022-H1,4.3,4.5,3.4,4.2,4.3,80,Yes,EMP0010,2022-06-17,"Met targets, room for improvement in leadership."
REV00271,EMP0114,2023-H1,4.1,4.9,4,4.5,4.1,83,Under Review,EMP0136,2023-06-22,"Met targets, room for improvement in leadership."
REV00272,EMP0115,2024-H2,3.2,2.6,3.7,3.5,3.4,52,No,EMP0119,2024-12-22,"High potential, recommend for senior role."
REV00273,EMP0115,2022-H1,3.3,3.2,3.4,3.2,3.4,51,No,EMP0121,2022-06-19,"High potential, recommend for senior role."
REV00274,EMP0116,2024-H2,2.3,2.4,2.6,2.1,2.7,57,No,EMP0052,2024-12-09,"Met targets, room for improvement in leadership."
REV00275,EMP0116,2022-H2,3.7,3.9,3.4,3.7,3.5,59,Under Review,EMP0145,2022-12-23,"High potential, recommend for senior role."
REV00276,EMP0116,2023-H1,4,3.8,3.9,3.6,4.8,84,Under Review,EMP0073,2023-06-15,"Strong performance, exceeded expectations."
REV00277,EMP0117,2022-H1,3.7,3.6,4.1,3.9,3.9,87,Under Review,EMP0099,2022-06-21,"High potential, recommend for senior role."
REV00278,EMP0117,2023-H2,4.4,4.1,4.2,4.7,3.8,92,Yes,EMP0115,2023-12-26,Consistently delivers quality work.
REV00279,EMP0118,2023-H2,3.2,3.1,3.5,3.4,2.8,80,No,EMP0121,2023-12-08,"Met targets, room for improvement in leadership."
REV00280,EMP0119,2024-H1,2.6,2.1,3,2.2,2,70,No,EMP0094,2024-06-15,"Good team player, needs to develop technical depth."
REV00281,EMP0119,2023-H1,4.3,4.4,3.5,4.4,4.2,86,Yes,EMP0090,2023-06-05,Consistently delivers quality work.
REV00282,EMP0120,2023-H2,4.1,3.8,4.6,4.3,3.6,75,Under Review,EMP0028,2023-12-19,"Good team player, needs to develop technical depth."
REV00283,EMP0121,2024-H1,1.7,1.4,2,1.8,1.6,77,No,EMP0099,2024-06-19,"High potential, recommend for senior role."
REV00284,EMP0121,2022-H2,2.8,2.5,2.7,2.7,2.7,95,No,EMP0088,2022-12-19,"High potential, recommend for senior role."
REV00285,EMP0122,2022-H1,2.3,2,2.2,2.8,1.8,88,No,EMP0046,2022-06-25,"High potential, recommend for senior role."
REV00286,EMP0122,2024-H1,2.9,2.6,3.4,3.2,3,58,No,EMP0098,2024-06-19,"High potential, recommend for senior role."
REV00287,EMP0122,2023-H2,3.5,3.5,3.3,3,3.4,78,Under Review,EMP0038,2023-12-07,"Met targets, room for improvement in leadership."
REV00288,EMP0122,2022-H2,4.4,4.2,5,3.9,3.6,77,Yes,EMP0082,2022-12-23,Exceptional delivery on key projects.
REV00289,EMP0123,2024-H1,5,5,5,4.2,5,53,Yes,EMP0104,2024-06-01,"Struggling with workload, needs support."
REV00290,EMP0124,2022-H1,4.1,3.6,4.3,3.5,3.7,75,Under Review,EMP0061,2022-06-13,"Good team player, needs to develop technical depth."
REV00291,EMP0124,2023-H1,2.5,2.3,2.8,3,2.7,76,No,EMP0122,2023-06-05,Exceptional delivery on key projects.
REV00292,EMP0124,2024-H2,2.9,3,3,3.7,3,81,No,EMP0033,2024-12-22,"Good team player, needs to develop technical depth."
REV00293,EMP0125,2022-H1,3,2.7,3.5,2.5,3.5,79,No,EMP0117,2022-06-17,"Good team player, needs to develop technical depth."
REV00294,EMP0125,2022-H2,3.1,3.3,2.7,3.2,3.5,50,No,EMP0143,2022-12-19,"Good team player, needs to develop technical depth."
REV00295,EMP0126,2024-H2,3.3,4.2,2.6,4.3,2.7,57,No,EMP0149,2024-12-19,"Good team player, needs to develop technical depth."
REV00296,EMP0126,2024-H1,3,3.4,3.5,4.4,2.9,99,No,EMP0021,2024-06-09,"Good team player, needs to develop technical depth."
REV00297,EMP0127,2024-H1,3.7,3.6,3.3,3.2,3.4,84,Under Review,EMP0121,2024-06-26,Consistently delivers quality work.
REV00298,EMP0128,2024-H1,2.6,2.7,2.2,2,2.6,96,No,EMP0138,2024-06-11,"Good team player, needs to develop technical depth."
REV00299,EMP0128,2022-H1,2.3,3.2,2.3,2.4,2.9,96,No,EMP0076,2022-06-26,Consistently delivers quality work.
REV00300,EMP0128,2023-H1,3,3.4,3.2,3.1,3.1,68,No,EMP0067,2023-06-26,"Struggling with workload, needs support."
REV00301,EMP0129,2023-H1,3.1,3.1,3.3,2.8,3.3,66,No,EMP0020,2023-06-01,"Struggling with workload, needs support."
REV00302,EMP0130,2024-H1,3.9,4.5,3.5,3.6,3.6,61,Under Review,EMP0045,2024-06-09,"High potential, recommend for senior role."
REV00303,EMP0131,2023-H2,3.9,3.1,4.9,3.8,3.3,81,Under Review,EMP0088,2023-12-25,"Good team player, needs to develop technical depth."
REV00304,EMP0131,2022-H2,2.8,2.8,3.2,2.6,2.6,96,No,EMP0099,2022-12-27,Exceptional delivery on key projects.
REV00305,EMP0132,2024-H2,3.4,4.1,3.6,3.8,3.2,98,No,EMP0014,2024-12-18,"Met targets, room for improvement in leadership."
REV00306,EMP0133,2024-H2,4.6,4.2,4.5,4.4,5,74,Yes,EMP0038,2024-12-22,Exceptional delivery on key projects.
REV00307,EMP0133,2023-H2,4.5,4.4,4.9,4.9,4,89,Yes,EMP0011,2023-12-21,"High potential, recommend for senior role."
REV00308,EMP0133,2024-H1,4.6,4.4,4.9,5,4.9,75,Yes,EMP0070,2024-06-15,"High potential, recommend for senior role."
REV00309,EMP0133,2022-H2,3.3,3,2.7,3.2,3.6,50,No,EMP0050,2022-12-22,"Strong performance, exceeded expectations."
REV00310,EMP0134,2022-H1,3.5,3.7,3.6,3.2,3.6,68,Under Review,EMP0106,2022-06-09,"Met targets, room for improvement in leadership."
REV00311,EMP0135,2022-H1,3.3,3.2,3.8,3.1,3.2,88,No,EMP0056,2022-06-05,"Good team player, needs to develop technical depth."
REV00312,EMP0136,2022-H1,3.2,3,3.8,3.7,3.4,67,No,EMP0065,2022-06-25,"Good team player, needs to develop technical depth."
REV00313,EMP0136,2022-H2,3.1,2.5,3.1,4,3.1,74,No,EMP0083,2022-12-11,"Strong performance, exceeded expectations."
REV00314,EMP0137,2023-H1,3.7,2.8,3.7,3.5,3.5,81,Under Review,EMP0018,2023-06-04,"Met targets, room for improvement in leadership."
REV00315,EMP0137,2022-H2,2.8,2.7,3.3,2.4,2.9,86,No,EMP0028,2022-12-24,Exceptional delivery on key projects.
REV00316,EMP0137,2023-H2,3.7,4.2,3.8,3.7,3.7,52,Under Review,EMP0115,2023-12-22,"Good team player, needs to develop technical depth."
REV00317,EMP0138,2022-H2,2.7,2.5,2.3,2.8,2.6,54,No,EMP0126,2022-12-18,"Met targets, room for improvement in leadership."
REV00318,EMP0138,2023-H1,2.2,1.7,2.6,2.2,2,84,No,EMP0001,2023-06-12,Exceptional delivery on key projects.
REV00319,EMP0138,2023-H2,3.2,2.8,2.7,3.9,2.8,98,No,EMP0024,2023-12-25,Exceptional delivery on key projects.
REV00320,EMP0139,2022-H2,4.6,5,4.5,4.4,5,56,Yes,EMP0011,2022-12-21,"Struggling with workload, needs support."
REV00321,EMP0139,2024-H1,3.3,3.4,3.3,3,3.5,87,No,EMP0113,2024-06-08,"Good team player, needs to develop technical depth."
REV00322,EMP0140,2022-H1,4.5,5,4.3,4.6,4.5,71,Yes,EMP0137,2022-06-02,Exceptional delivery on key projects.
REV00323,EMP0140,2024-H1,3.5,3.4,3.6,4.2,2.6,84,Under Review,EMP0031,2024-06-05,"Struggling with workload, needs support."
REV00324,EMP0140,2023-H1,3.3,3.3,3.5,3.2,2.8,51,No,EMP0150,2023-06-16,Consistently delivers quality work.
REV00325,EMP0140,2022-H2,4.5,4.7,5,4.6,5,56,Yes,EMP0034,2022-12-15,Consistently delivers quality work.
REV00326,EMP0141,2024-H1,2.8,3.2,3.2,2.7,2.7,62,No,EMP0028,2024-06-14,Exceptional delivery on key projects.
REV00327,EMP0141,2022-H1,4.2,3.1,3.7,5,4,100,Yes,EMP0103,2022-06-07,"High potential, recommend for senior role."
REV00328,EMP0142,2024-H1,3.3,3.2,3.5,3.6,3.6,94,No,EMP0045,2024-06-12,Consistently delivers quality work.
REV00329,EMP0143,2023-H2,3.7,3.6,3.8,3,3.5,81,Under Review,EMP0026,2023-12-03,"Strong performance, exceeded expectations."
REV00330,EMP0143,2022-H2,3.8,3.9,4,3.2,3.1,76,Under Review,EMP0002,2022-12-23,"High potential, recommend for senior role."
REV00331,EMP0144,2024-H2,3,2.6,3,3.3,2.8,95,No,EMP0106,2024-12-16,Consistently delivers quality work.
REV00332,EMP0144,2022-H2,2.6,2.1,2.1,2.6,2.6,65,No,EMP0023,2022-12-07,"Strong performance, exceeded expectations."
REV00333,EMP0144,2024-H1,5,4.9,5,3.9,4.6,90,Yes,EMP0093,2024-06-22,"Met targets, room for improvement in leadership."
REV00334,EMP0144,2022-H1,3.5,3.7,3.6,4.1,4.1,80,Under Review,EMP0071,2022-06-16,"Met targets, room for improvement in leadership."
REV00335,EMP0145,2024-H2,4.1,4.2,3.8,4.3,4.3,52,Under Review,EMP0054,2024-12-04,"Struggling with workload, needs support."
REV00336,EMP0145,2022-H1,2.4,2.6,2.3,2.5,2,57,No,EMP0014,2022-06-03,"Met targets, room for improvement in leadership."
REV00337,EMP0146,2024-H1,3.8,4.4,3.8,4,3.8,76,Under Review,EMP0084,2024-06-28,"Met targets, room for improvement in leadership."
REV00338,EMP0146,2024-H2,4,4.1,3.9,3.9,3.9,77,Under Review,EMP0097,2024-12-05,"Met targets, room for improvement in leadership."
REV00339,EMP0146,2023-H1,4.2,4,3.9,4.6,4.3,67,Yes,EMP0100,2023-06-07,Exceptional delivery on key projects.
REV00340,EMP0146,2022-H2,4.1,4.6,4.2,4.1,4.3,79,Under Review,EMP0033,2022-12-15,"Good team player, needs to develop technical depth."
REV00341,EMP0147,2023-H1,4.2,3.8,3.8,3.9,4.3,83,Yes,EMP0044,2023-06-16,"High potential, recommend for senior role."
REV00342,EMP0147,2022-H2,4.2,3.6,3.8,4.1,4.8,97,Yes,EMP0056,2022-12-28,"Met targets, room for improvement in leadership."
REV00343,EMP0148,2023-H1,2.2,1.8,2.9,1.6,2.1,80,No,EMP0039,2023-06-24,"High potential, recommend for senior role."
REV00344,EMP0148,2023-H2,3.6,4.1,3.7,2.7,3.7,56,Under Review,EMP0130,2023-12-15,"Good team player, needs to develop technical depth."
REV00345,EMP0149,2022-H1,3.5,2.9,3.7,3.4,3.3,55,Under Review,EMP0105,2022-06-01,"Good team player, needs to develop technical depth."
REV00346,EMP0149,2024-H1,4.5,4.7,4.9,3.9,4.3,79,Yes,EMP0079,2024-06-15,"High potential, recommend for senior role."
REV00347,EMP0150,2024-H2,4.1,4.8,4.1,4.1,3.8,94,Under Review,EMP0119,2024-12-11,Consistently delivers quality work.
REV00348,EMP0150,2023-H2,3,2.8,3.6,2.8,2.5,86,No,EMP0009,2023-12-26,"Met targets, room for improvement in leadership."
